ID;NPN;construction;preposition;noun;context_pre;costr;context_post;number_of_noun;meaning;syntactic_function
;faccia a faccia;juxtaposition/contact;a;faccia;Benché sia sempre molto sentito l'obbligo di sottolineare che tra medico e paziente le comunicazioni devono avvenire personalmente,;faccia a faccia;, la consuetudine del medico di medicina generale con l'uso del telefono e la banale considerazione che esiste un rapporto continuo con il paziente (il quale spesso ha bisogno soltanto di consigli elementari) fanno supporre che in molti casi la posta elettronica potrà rivelarsi della massima comodità per la risoluzione dei problemi più semplici e banali.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Valorizza soprattutto la componente affettiva la posizione detta dagli orientali""della terza luna"": gli amanti coricati lateralmente";faccia a faccia;sono liberi di guardarsi, baciarsi e abbracciarsi.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Seimila interviste «;faccia a faccia;» rivelano il tramonto della «carriera unica», sostituita, soprattutto tra i giovani, dalla mobilità, con conseguente spreco di competenze.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;90.000, pp. 410) ci mette;faccia a faccia;con la più terribile esperienza che un popolo possa affrontare: la guerra civile.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Anche questo è un pó misterioso, perché è una sensazione contraddittoria, concreta e insieme terrificante, che lo mette;faccia a faccia;con la sua inguaribile e rimossa infelicità esistenziale.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Si trovarono sedute;faccia a faccia;a un tavolino di marmo, sul quale erano appoggiati un posacenere Bass, un boccale di birra scura, il bicchiere vuoto di whisky che Sally aveva ordinato al banco e un bicchiere di spremuta di arancia.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Con il successo di ieri sera (ancora per 2-1, è la quarta volta negli ultimi cinque;faccia a faccia;tra le due milanesi) l'Inter incrementa infatti il suo vantaggio sui rossoneri, estromettendoli di fatto da possibili intromissioni in zona scudetto.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Noi abbiamo obbedito alla Vigilanza, che ci ha chiesto di organizzare, fra l'altro, cinque;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Zingaretti ha riposto tutte le speranze nella mediazione di Conte che, al termine del vertice ha avuto un breve;faccia a faccia;con Bonafede e ha ottenuto l'apertura per la sua proposta.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Gli uomini del Ris non si trovano mai;faccia a faccia;con gli indagati: il loro è un compito di supporto per i reparti territoriali dell'Arma.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Afferrai la leva e mi trovai;faccia a faccia;con il mostro.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Pochi passi e infine mi trovai;faccia a faccia;con il lago.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;» Spalancai gli occhi, la musica cessò e mi trovai;faccia a faccia;con la signorina Tecla Manzi.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Poi mi voltai e, per la prima volta dopo quindici anni, mi trovai;faccia a faccia;con Lajos, sola insiemea lui.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Tirai fuori le chiavi che Karen mi aveva mandato per posta e nonappena aprii la porta mi ritrovai;faccia a faccia;con il salottino, separato dalla cucina da un ripiano.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Scribacchiai il suo indirizzo, salii in macchina e, dopo aver percorso tangenziali e strade serpeggianti, arrivai a casa sua, suonai il campanello e mi ritrovai;faccia a faccia;con un albino alto due metri, completamente nudo a eccezione dei piercing: due anelli da capezzolo e un cerchio intornoal prepuzio.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Perché infatti ricominciai, in occasione di uno dei suoi soggiorni a Parigi, ogni tanto veniva a Parigi, ignoro assolutamente il perché, di sicuro non per fare shopping, sono le parigine ad andare a fare shopping a Londra in nessun caso il contrario, insomma i turisti devono avere i loro buoni motivi, in pratica la raggiunsi nel suo albergo nel quartiere di Saint - Germain, e mentre uscivo in sua compagnia in Rue de Buci, tenendola per mano, probabilmente con l'espressione un po 'ebete dell'uomo che è appena venuto, mi ritrovai;faccia a faccia;con Camille, ignoro anche cosa ci facesse lei in quel quartiere, come ho detto era una storia stupida.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Primadell'avvento della carta stampata, la gente comunicava i propri pensieri oralmente, in dialoghi e scambi;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Lo strappo finale si è consumato ieri con rammarico (e reciproca delusione) di entrambi,;faccia a faccia;nel villone di Arcore.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Scendete a terra, abbandonate i vostri aerei e rinunciate ai vostri missili, e affrontateci;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Se questo impegno metodologico non è abbastanza forte da fare concorrenza agli impegni dei clinici;faccia a faccia;con strumenti diagnostici particolari, l'unico contributo della nostra disciplina sarà andato perduto > > (1960, pp. 2627).;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Si tratta di incontrarci;faccia a faccia;e spiegare le scelte che sono davantia loro e vedere se l'Iran è pronto a impegnarsi».;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Naturalmente, correndo il rischio di ritrovarci;faccia a faccia;con qualcuno che fosse eventualmente aldilàdella porta.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Se la missione fosse andata alla perfezione, il Little Bird sarebbe atterrato sul tetto e saremmo entrati dalla porta del secondo piano, solo per ritrovarci;faccia a faccia;con almeno quattro ribelli pesantemente armati.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Ho fatto centro senza volerlo: invecedi urlare o piangere, lei sgancia la catenella, m'introduce, chiude la porta e, in piedi,	faccia a faccia	, come non aspettasse altro, si scatena:Mio padre?";;;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Molti genitori si impegnano anche in «dialoghi» non verbali,;faccia a faccia;, con i bambini, con espressioni del viso alle quali il bimbo risponde.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Perché le città sono il motore dell'innovazione Nonostante i vantaggi della comunicazione online, la circolazione migliore delle informazioni e l'adozione di nuove idee efficaci dipende anzitutto dalla facilità con cui si creano molti legami sociali""";faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Questa consapevolezza divenne più forte della paura mentre lei se ne stava lì,;faccia a faccia;con un orso polare, anche lui affamato e disperatamente desideroso di vivere, così riprese a battere il mestolo contro la pentola.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Chiunque si ritiri in meditazione, con spirito compassionevole, può vedere Brahma con i suoi stessi occhi, parlargli;faccia a faccia;e chiedergli consiglio.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Le guance in fiamme, la bella Iset fuggì, lasciando i due fratelli;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Eravamo lì,;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Erano rimasti soli,;faccia a faccia;, Vanina e Patanè.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Cambiò subito marciapiede per evitare di incontrarli;faccia a faccia;e sentirsi i loro sguardi burloni addosso.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Per i miei intrepidi allievi della scuola Materna apistica ai loro primi;faccia a faccia;"con le amiche ""nemiche"" api.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Cominciavo a dubitare che sarei mai più riuscito a trovarmi;faccia a faccia;con Turing.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Mi sembrava insopportabile trovarmi	faccia a faccia	con Hitler solo protagonista, avevo bisogno della mediazione di qualcuno che lo amasse, di un contrasto.";;;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Intravedevo i panni bianchi appesi alle corde, e non avevo nessuna voglia di rientrare in quel triste luogo trasformato in essiccatoio e trovarmi;faccia a faccia;con l'esame di fine anno, quel concorso alla Scuola Normale che ormai doveva essere la mia sola preoccupazione.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Insomma, mi seccava abbastanza l'idea di trovarmi;faccia a faccia;con un essere che avrebbe rifiutato senza dubbio di essere chiamato Babette, che avrebbe assunto un'aria dotta e che ci avrebbe sicuramente considerato degli esseri inutili.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;La tentazione fu quella di interpretarla come un altro potenziale ponte verso il passato: una maniera di tornare sui miei passi onde ritrovarmi;faccia a faccia;con l'innocente fanciullo di Otto anni che l'aveva scritta, e che ora mi pareva solo un estraneo.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;- Me ne infischio di quelle mattonelle d'inchiostro e di quel laboratorio, ma voglio trovarmi;faccia a faccia;con l'uomo che ha tentato di ucciderti e con chi lo ha ordinato.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Sono pronto a mettermi;faccia a faccia;con Raylan Givens in un bel duello da saloon al Two Keys.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Fino all'esplosione dei media, collocabile intorno agli anni Sessanta, l'identità veniva costruita all'interno di un contesto ""locale"", in cui era preponderante il peso delle interazioni e delle comunicazioni";faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;I propagandisti usano un linguaggio e un modo di fare ordinari (e anche gli abiti nelle comunicazioni;faccia a faccia;o audiovisive) nel tentativo di identificare il loro punto di vista con quello della persona media.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"La caratteristica delle ""quasi - interazioni mediate"" è duplice: da un lato esse si rivolgono a un insieme di riceventi quasi illimitato, dall'altro il flusso della comunicazione che da esse proviene è prevalentemente unidirezionale, simile a un monologo; nelle comunicazioni";faccia a faccia;, invece, la comunicazione avviene fra individui e gruppi definiti, ed è bidirezionale e interattiva.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;I personaggi televisivi, le pop star, gli attori e le attrici diventano amici fissi e affidabili che divertono, consigliano e sono oggetto delle nostre conversazioni, evitando però le richieste reciproche, gli impegni e le responsabilità tipiche delle relazioni;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;In questi casi i legami di solidarietà sociale non riescono completamente a prescindere da un contesto spaziale e culturale dato, poggiando anche su legami di solidarietà reali, garantiti da interazioni;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ai processi di disembedding (decontestualizzazione) segnalati da Giddens si affianca anche il risveglio di una cultura ancorata al territorio, che privilegia interazioni;faccia a faccia;fra persone con limitata mobilità.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Oggi i media hanno assorbito la conoscenza locale in una conoscenza globale, sostituendo in misura sempre maggiore le interazioni;faccia a faccia;con le interazioni a distanza.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Tale dialogo, per giunta, viene a costituire una rete interazionale estremamente complessa, a comprendere la quale sembrano estremamente utili le analisi goffmaniane delle interazioni;faccia a faccia;", le sue nozioni di""frame"", di""footing""eccetera, che però non possono essere qui approfondite.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Davantiallo schermo di un computer, comunicando in teleconferenza o permezzodi altri dispositivi elettronici, sul lavoro la gente ha sempre meno interazioni;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Note (1) Semplificando un pó si può affermare che il panorama di studi sul parlato si è mosso per un certo tempo soprattutto alla ricerca delle specificità del parlato in contrasto con quelle dello scritto (si vedano, tra gli altri, Sornicola (1981a), Berruto (1985), Voghera (1992)) e col termine parlato si è fatto riferimento a una tipologia testuale specifica, cioè al parlato informale delle conversazioni;faccia a faccia;.;sg;juxtaposition/contact;modifier
